AbsHour,Day,Positions,AssignedNurses,Week,HourOfDay,HourOfWeek
255,11,CNL,1,2,15,87
255,11,EDOU,2,2,15,87
255,11,FEP,1,2,15,87
255,11,blue,5,2,15,87
255,11,first nurse,1,2,15,87
255,11,green,4,2,15,87
255,11,hallway,5,2,15,87
255,11,iTrack,0,2,15,87
255,11,orange,0,2,15,87
255,11,purple,3,2,15,87
255,11,red,4,2,15,87
255,11,resource nurse,1,2,15,87
255,11,triage nurse,1,2,15,87
256,11,CNL,1,2,16,88
256,11,EDOU,2,2,16,88
256,11,FEP,1,2,16,88
256,11,blue,5,2,16,88
256,11,first nurse,1,2,16,88
256,11,green,4,2,16,88
256,11,hallway,5,2,16,88
256,11,iTrack,0,2,16,88
256,11,orange,0,2,16,88
256,11,purple,3,2,16,88
256,11,red,4,2,16,88
256,11,resource nurse,1,2,16,88
256,11,triage nurse,1,2,16,88
257,11,CNL,1,2,17,89
257,11,EDOU,2,2,17,89
257,11,FEP,1,2,17,89
257,11,blue,5,2,17,89
257,11,first nurse,1,2,17,89
257,11,green,4,2,17,89
257,11,hallway,5,2,17,89
257,11,iTrack,0,2,17,89
257,11,orange,0,2,17,89
257,11,purple,3,2,17,89
257,11,red,4,2,17,89
257,11,resource nurse,1,2,17,89
257,11,triage nurse,1,2,17,89
258,11,CNL,1,2,18,90
258,11,EDOU,2,2,18,90
258,11,FEP,1,2,18,90
258,11,blue,5,2,18,90
258,11,first nurse,1,2,18,90
258,11,green,4,2,18,90
258,11,hallway,5,2,18,90
258,11,iTrack,0,2,18,90
258,11,orange,0,2,18,90
258,11,purple,3,2,18,90
258,11,red,4,2,18,90
258,11,resource nurse,1,2,18,90
258,11,triage nurse,1,2,18,90
259,11,CNL,1,2,19,91
259,11,EDOU,2,2,19,91
259,11,FEP,1,2,19,91
259,11,blue,5,2,19,91
259,11,first nurse,1,2,19,91
259,11,green,4,2,19,91
259,11,hallway,5,2,19,91
259,11,iTrack,0,2,19,91
259,11,orange,0,2,19,91
259,11,purple,3,2,19,91
259,11,red,4,2,19,91
259,11,resource nurse,1,2,19,91
259,11,triage nurse,1,2,19,91
260,11,CNL,1,2,20,92
260,11,EDOU,2,2,20,92
260,11,FEP,1,2,20,92
260,11,blue,5,2,20,92
260,11,first nurse,1,2,20,92
260,11,green,4,2,20,92
260,11,hallway,5,2,20,92
260,11,iTrack,0,2,20,92
260,11,orange,0,2,20,92
260,11,purple,3,2,20,92
260,11,red,4,2,20,92
260,11,resource nurse,1,2,20,92
260,11,triage nurse,1,2,20,92
261,11,CNL,1,2,21,93
261,11,EDOU,2,2,21,93
261,11,FEP,1,2,21,93
261,11,blue,5,2,21,93
261,11,first nurse,1,2,21,93
261,11,green,4,2,21,93
261,11,hallway,5,2,21,93
261,11,iTrack,0,2,21,93
261,11,orange,0,2,21,93
261,11,purple,3,2,21,93
261,11,red,4,2,21,93
261,11,resource nurse,1,2,21,93
261,11,triage nurse,1,2,21,93
262,11,CNL,1,2,22,94
262,11,EDOU,2,2,22,94
262,11,FEP,1,2,22,94
262,11,blue,5,2,22,94
262,11,first nurse,1,2,22,94
262,11,green,4,2,22,94
262,11,hallway,5,2,22,94
262,11,iTrack,0,2,22,94
262,11,orange,0,2,22,94
262,11,purple,3,2,22,94
262,11,red,4,2,22,94
262,11,resource nurse,1,2,22,94
262,11,triage nurse,1,2,22,94
263,11,CNL,1,2,23,95
263,11,EDOU,2,2,23,95
263,11,FEP,1,2,23,95
263,11,blue,5,2,23,95
263,11,first nurse,1,2,23,95
263,11,green,4,2,23,95
263,11,hallway,5,2,23,95
263,11,iTrack,0,2,23,95
263,11,orange,0,2,23,95
263,11,purple,3,2,23,95
263,11,red,4,2,23,95
263,11,resource nurse,1,2,23,95
263,11,triage nurse,1,2,23,95
264,11,CNL,1,2,24,96
264,11,EDOU,2,2,24,96
264,11,FEP,1,2,24,96
264,11,blue,5,2,24,96
264,11,first nurse,1,2,24,96
264,11,green,4,2,24,96
264,11,hallway,5,2,24,96
264,11,iTrack,0,2,24,96
264,11,orange,0,2,24,96
264,11,purple,3,2,24,96
264,11,red,4,2,24,96
264,11,resource nurse,1,2,24,96
264,11,triage nurse,1,2,24,96
265,11,CNL,1,2,1,97
265,11,EDOU,2,2,1,97
265,11,FEP,1,2,1,97
265,11,blue,5,2,1,97
265,11,first nurse,1,2,1,97
265,11,green,4,2,1,97
265,11,hallway,5,2,1,97
265,11,iTrack,0,2,1,97
265,11,orange,0,2,1,97
265,11,purple,3,2,1,97
265,11,red,4,2,1,97
265,11,resource nurse,1,2,1,97
265,11,triage nurse,1,2,1,97
266,12,CNL,1,2,2,98
266,12,EDOU,2,2,2,98
266,12,FEP,1,2,2,98
266,12,blue,2,2,2,98
266,12,first nurse,1,2,2,98
266,12,green,4,2,2,98
266,12,hallway,5,2,2,98
266,12,iTrack,0,2,2,98
266,12,orange,0,2,2,98
266,12,purple,3,2,2,98
266,12,red,2,2,2,98
266,12,resource nurse,1,2,2,98
266,12,triage nurse,1,2,2,98
267,12,CNL,1,2,3,99
267,12,EDOU,2,2,3,99
267,12,FEP,1,2,3,99
267,12,blue,2,2,3,99
267,12,first nurse,1,2,3,99
267,12,green,4,2,3,99
267,12,hallway,5,2,3,99
267,12,iTrack,0,2,3,99
267,12,orange,0,2,3,99
267,12,purple,3,2,3,99
267,12,red,2,2,3,99
267,12,resource nurse,1,2,3,99
267,12,triage nurse,1,2,3,99
268,12,CNL,1,2,4,100
268,12,EDOU,2,2,4,100
268,12,FEP,1,2,4,100
268,12,blue,2,2,4,100
268,12,first nurse,1,2,4,100
268,12,green,4,2,4,100
268,12,hallway,5,2,4,100
268,12,iTrack,0,2,4,100
268,12,orange,0,2,4,100
268,12,purple,3,2,4,100
268,12,red,2,2,4,100
268,12,resource nurse,1,2,4,100
268,12,triage nurse,1,2,4,100
269,12,CNL,1,2,5,101
269,12,EDOU,2,2,5,101
269,12,FEP,1,2,5,101
269,12,blue,2,2,5,101
269,12,first nurse,1,2,5,101
269,12,green,4,2,5,101
269,12,hallway,5,2,5,101
269,12,iTrack,0,2,5,101
269,12,orange,0,2,5,101
269,12,purple,3,2,5,101
269,12,red,2,2,5,101
269,12,resource nurse,1,2,5,101
269,12,triage nurse,1,2,5,101
270,12,CNL,1,2,6,102
270,12,EDOU,2,2,6,102
270,12,FEP,1,2,6,102
270,12,blue,5,2,6,102
270,12,first nurse,1,2,6,102
270,12,green,4,2,6,102
270,12,hallway,5,2,6,102
270,12,iTrack,0,2,6,102
270,12,orange,0,2,6,102
270,12,purple,4,2,6,102
270,12,red,2,2,6,102
270,12,resource nurse,1,2,6,102
270,12,triage nurse,1,2,6,102
271,12,CNL,1,2,7,103
271,12,EDOU,2,2,7,103
271,12,FEP,1,2,7,103
271,12,blue,5,2,7,103
271,12,first nurse,1,2,7,103
271,12,green,4,2,7,103
271,12,hallway,5,2,7,103
271,12,iTrack,0,2,7,103
271,12,orange,0,2,7,103
271,12,purple,4,2,7,103
271,12,red,2,2,7,103
271,12,resource nurse,1,2,7,103
271,12,triage nurse,1,2,7,103
272,12,CNL,1,2,8,104
272,12,EDOU,2,2,8,104
272,12,FEP,1,2,8,104
272,12,blue,5,2,8,104
272,12,first nurse,1,2,8,104
272,12,green,4,2,8,104
272,12,hallway,5,2,8,104
272,12,iTrack,0,2,8,104
272,12,orange,0,2,8,104
272,12,purple,4,2,8,104
272,12,red,2,2,8,104
272,12,resource nurse,1,2,8,104
272,12,triage nurse,1,2,8,104
273,12,CNL,1,2,9,105
273,12,EDOU,2,2,9,105
273,12,FEP,1,2,9,105
273,12,blue,5,2,9,105
273,12,first nurse,1,2,9,105
273,12,green,4,2,9,105
273,12,hallway,5,2,9,105
273,12,iTrack,0,2,9,105
273,12,orange,0,2,9,105
273,12,purple,4,2,9,105
273,12,red,2,2,9,105
273,12,resource nurse,1,2,9,105
273,12,triage nurse,1,2,9,105
274,12,CNL,1,2,10,106
274,12,EDOU,2,2,10,106
274,12,FEP,1,2,10,106
274,12,blue,5,2,10,106
274,12,first nurse,1,2,10,106
274,12,green,4,2,10,106
274,12,hallway,5,2,10,106
274,12,iTrack,0,2,10,106
274,12,orange,0,2,10,106
274,12,purple,4,2,10,106
274,12,red,2,2,10,106
274,12,resource nurse,1,2,10,106
274,12,triage nurse,1,2,10,106
275,12,CNL,1,2,11,107
275,12,EDOU,2,2,11,107
275,12,FEP,1,2,11,107
275,12,blue,5,2,11,107
275,12,first nurse,1,2,11,107
275,12,green,4,2,11,107
275,12,hallway,5,2,11,107
275,12,iTrack,0,2,11,107
275,12,orange,0,2,11,107
275,12,purple,4,2,11,107
275,12,red,2,2,11,107
275,12,resource nurse,1,2,11,107
275,12,triage nurse,1,2,11,107
276,12,CNL,1,2,12,108
276,12,EDOU,2,2,12,108
276,12,FEP,1,2,12,108
276,12,blue,5,2,12,108
276,12,first nurse,1,2,12,108
276,12,green,4,2,12,108
276,12,hallway,5,2,12,108
276,12,iTrack,0,2,12,108
276,12,orange,0,2,12,108
276,12,purple,4,2,12,108
276,12,red,2,2,12,108
276,12,resource nurse,1,2,12,108
276,12,triage nurse,1,2,12,108
277,12,CNL,1,2,13,109
277,12,EDOU,2,2,13,109
277,12,FEP,1,2,13,109
277,12,blue,5,2,13,109
277,12,first nurse,1,2,13,109
277,12,green,4,2,13,109
277,12,hallway,5,2,13,109
277,12,iTrack,0,2,13,109
277,12,orange,0,2,13,109
277,12,purple,4,2,13,109
277,12,red,2,2,13,109
277,12,resource nurse,1,2,13,109
277,12,triage nurse,1,2,13,109
278,12,CNL,1,2,14,110
278,12,EDOU,2,2,14,110
278,12,FEP,1,2,14,110
278,12,blue,5,2,14,110
278,12,first nurse,1,2,14,110
278,12,green,5,2,14,110
278,12,hallway,1,2,14,110
278,12,iTrack,0,2,14,110
278,12,orange,6,2,14,110
278,12,purple,4,2,14,110
278,12,red,4,2,14,110
278,12,resource nurse,1,2,14,110
278,12,triage nurse,1,2,14,110
279,12,CNL,1,2,15,111
279,12,EDOU,2,2,15,111
279,12,FEP,1,2,15,111
279,12,blue,5,2,15,111
279,12,first nurse,1,2,15,111
279,12,green,5,2,15,111
279,12,hallway,1,2,15,111
279,12,iTrack,0,2,15,111
279,12,orange,6,2,15,111
279,12,purple,4,2,15,111
279,12,red,4,2,15,111
279,12,resource nurse,1,2,15,111
279,12,triage nurse,1,2,15,111
280,12,CNL,1,2,16,112
280,12,EDOU,2,2,16,112
280,12,FEP,1,2,16,112
280,12,blue,5,2,16,112
280,12,first nurse,1,2,16,112
280,12,green,5,2,16,112
280,12,hallway,1,2,16,112
280,12,iTrack,0,2,16,112
280,12,orange,6,2,16,112
280,12,purple,4,2,16,112
280,12,red,4,2,16,112
280,12,resource nurse,1,2,16,112
280,12,triage nurse,1,2,16,112
281,12,CNL,1,2,17,113
281,12,EDOU,2,2,17,113
281,12,FEP,1,2,17,113
281,12,blue,5,2,17,113
281,12,first nurse,1,2,17,113
281,12,green,5,2,17,113
281,12,hallway,1,2,17,113
281,12,iTrack,0,2,17,113
281,12,orange,6,2,17,113
281,12,purple,4,2,17,113
281,12,red,4,2,17,113
281,12,resource nurse,1,2,17,113
281,12,triage nurse,1,2,17,113
282,12,CNL,1,2,18,114
282,12,EDOU,2,2,18,114
282,12,FEP,1,2,18,114
282,12,blue,2,2,18,114
282,12,first nurse,1,2,18,114
282,12,green,5,2,18,114
282,12,hallway,1,2,18,114
282,12,iTrack,0,2,18,114
282,12,orange,6,2,18,114
282,12,purple,3,2,18,114
282,12,red,4,2,18,114
282,12,resource nurse,1,2,18,114
282,12,triage nurse,1,2,18,114
283,12,CNL,1,2,19,115
283,12,EDOU,2,2,19,115
283,12,FEP,1,2,19,115
283,12,blue,2,2,19,115
283,12,first nurse,1,2,19,115
283,12,green,5,2,19,115
283,12,hallway,1,2,19,115
283,12,iTrack,0,2,19,115
283,12,orange,6,2,19,115
283,12,purple,3,2,19,115
283,12,red,4,2,19,115
283,12,resource nurse,1,2,19,115
283,12,triage nurse,1,2,19,115
284,12,CNL,1,2,20,116
284,12,EDOU,2,2,20,116
284,12,FEP,1,2,20,116
284,12,blue,2,2,20,116
284,12,first nurse,1,2,20,116
284,12,green,5,2,20,116
284,12,hallway,1,2,20,116
284,12,iTrack,0,2,20,116
284,12,orange,6,2,20,116
284,12,purple,3,2,20,116
284,12,red,4,2,20,116
284,12,resource nurse,1,2,20,116
284,12,triage nurse,1,2,20,116
285,12,CNL,1,2,21,117
285,12,EDOU,2,2,21,117
285,12,FEP,1,2,21,117
285,12,blue,2,2,21,117
285,12,first nurse,1,2,21,117
285,12,green,5,2,21,117
285,12,hallway,1,2,21,117
285,12,iTrack,0,2,21,117
285,12,orange,6,2,21,117
285,12,purple,3,2,21,117
285,12,red,4,2,21,117
285,12,resource nurse,1,2,21,117
285,12,triage nurse,1,2,21,117
286,12,CNL,1,2,22,118
286,12,EDOU,2,2,22,118
286,12,FEP,1,2,22,118
286,12,blue,2,2,22,118
286,12,first nurse,1,2,22,118
286,12,green,5,2,22,118
286,12,hallway,1,2,22,118
286,12,iTrack,0,2,22,118
286,12,orange,6,2,22,118
286,12,purple,3,2,22,118
286,12,red,4,2,22,118
286,12,resource nurse,1,2,22,118
286,12,triage nurse,1,2,22,118
287,12,CNL,1,2,23,119
287,12,EDOU,2,2,23,119
287,12,FEP,1,2,23,119
287,12,blue,2,2,23,119
287,12,first nurse,1,2,23,119
287,12,green,5,2,23,119
287,12,hallway,1,2,23,119
287,12,iTrack,0,2,23,119
287,12,orange,6,2,23,119
287,12,purple,3,2,23,119
287,12,red,4,2,23,119
287,12,resource nurse,1,2,23,119
287,12,triage nurse,1,2,23,119
288,12,CNL,1,2,24,120
288,12,EDOU,2,2,24,120
288,12,FEP,1,2,24,120
288,12,blue,2,2,24,120
288,12,first nurse,1,2,24,120
288,12,green,5,2,24,120
288,12,hallway,1,2,24,120
288,12,iTrack,0,2,24,120
288,12,orange,6,2,24,120
288,12,purple,3,2,24,120
288,12,red,4,2,24,120
288,12,resource nurse,1,2,24,120
288,12,triage nurse,1,2,24,120
289,12,CNL,1,2,1,121
289,12,EDOU,2,2,1,121
289,12,FEP,1,2,1,121
289,12,blue,2,2,1,121
289,12,first nurse,1,2,1,121
289,12,green,5,2,1,121
289,12,hallway,1,2,1,121
289,12,iTrack,0,2,1,121
289,12,orange,6,2,1,121
289,12,purple,3,2,1,121
289,12,red,4,2,1,121
289,12,resource nurse,1,2,1,121
289,12,triage nurse,1,2,1,121
290,13,CNL,1,2,2,122
290,13,EDOU,3,2,2,122
290,13,FEP,1,2,2,122
290,13,blue,5,2,2,122
290,13,first nurse,1,2,2,122
290,13,green,4,2,2,122
290,13,hallway,4,2,2,122
290,13,iTrack,0,2,2,122
290,13,orange,1,2,2,122
290,13,purple,3,2,2,122
290,13,red,3,2,2,122
290,13,resource nurse,1,2,2,122
290,13,triage nurse,1,2,2,122
291,13,CNL,1,2,3,123
291,13,EDOU,3,2,3,123
291,13,FEP,1,2,3,123
291,13,blue,5,2,3,123
291,13,first nurse,1,2,3,123
291,13,green,4,2,3,123
291,13,hallway,4,2,3,123
291,13,iTrack,0,2,3,123
291,13,orange,1,2,3,123
291,13,purple,3,2,3,123
291,13,red,3,2,3,123
291,13,resource nurse,1,2,3,123
291,13,triage nurse,1,2,3,123
292,13,CNL,1,2,4,124
292,13,EDOU,3,2,4,124
292,13,FEP,1,2,4,124
292,13,blue,5,2,4,124
292,13,first nurse,1,2,4,124
292,13,green,4,2,4,124
292,13,hallway,4,2,4,124
292,13,iTrack,0,2,4,124
292,13,orange,1,2,4,124
292,13,purple,3,2,4,124
292,13,red,3,2,4,124
292,13,resource nurse,1,2,4,124
292,13,triage nurse,1,2,4,124
293,13,CNL,1,2,5,125
293,13,EDOU,3,2,5,125
293,13,FEP,1,2,5,125
293,13,blue,5,2,5,125
293,13,first nurse,1,2,5,125
293,13,green,4,2,5,125
293,13,hallway,4,2,5,125
293,13,iTrack,0,2,5,125
293,13,orange,1,2,5,125
293,13,purple,3,2,5,125
293,13,red,3,2,5,125
293,13,resource nurse,1,2,5,125
293,13,triage nurse,1,2,5,125
294,13,CNL,1,2,6,126
294,13,EDOU,3,2,6,126
294,13,FEP,1,2,6,126
294,13,blue,5,2,6,126
294,13,first nurse,1,2,6,126
294,13,green,4,2,6,126
294,13,hallway,4,2,6,126
294,13,iTrack,0,2,6,126
294,13,orange,1,2,6,126
294,13,purple,3,2,6,126
294,13,red,3,2,6,126
294,13,resource nurse,1,2,6,126
294,13,triage nurse,1,2,6,126
295,13,CNL,1,2,7,127
295,13,EDOU,3,2,7,127
295,13,FEP,1,2,7,127
295,13,blue,5,2,7,127
295,13,first nurse,1,2,7,127
295,13,green,4,2,7,127
295,13,hallway,4,2,7,127
295,13,iTrack,0,2,7,127
295,13,orange,1,2,7,127
295,13,purple,3,2,7,127
295,13,red,3,2,7,127
295,13,resource nurse,1,2,7,127
295,13,triage nurse,1,2,7,127
296,13,CNL,1,2,8,128
296,13,EDOU,3,2,8,128
296,13,FEP,1,2,8,128
296,13,blue,5,2,8,128
296,13,first nurse,1,2,8,128
296,13,green,4,2,8,128
296,13,hallway,4,2,8,128
296,13,iTrack,0,2,8,128
296,13,orange,1,2,8,128
296,13,purple,3,2,8,128
296,13,red,3,2,8,128
296,13,resource nurse,1,2,8,128
296,13,triage nurse,1,2,8,128
297,13,CNL,1,2,9,129
297,13,EDOU,3,2,9,129
297,13,FEP,1,2,9,129
297,13,blue,5,2,9,129
297,13,first nurse,1,2,9,129
297,13,green,4,2,9,129
297,13,hallway,4,2,9,129
297,13,iTrack,0,2,9,129
297,13,orange,1,2,9,129
297,13,purple,3,2,9,129
297,13,red,3,2,9,129
297,13,resource nurse,1,2,9,129
297,13,triage nurse,1,2,9,129
298,13,CNL,1,2,10,130
298,13,EDOU,3,2,10,130
298,13,FEP,1,2,10,130
298,13,blue,5,2,10,130
298,13,first nurse,1,2,10,130
298,13,green,4,2,10,130
298,13,hallway,4,2,10,130
298,13,iTrack,0,2,10,130
298,13,orange,1,2,10,130
298,13,purple,3,2,10,130
298,13,red,3,2,10,130
298,13,resource nurse,1,2,10,130
298,13,triage nurse,1,2,10,130
299,13,CNL,1,2,11,131
299,13,EDOU,3,2,11,131
299,13,FEP,1,2,11,131
299,13,blue,5,2,11,131
299,13,first nurse,1,2,11,131
299,13,green,4,2,11,131
299,13,hallway,4,2,11,131
299,13,iTrack,0,2,11,131
299,13,orange,1,2,11,131
299,13,purple,3,2,11,131
299,13,red,3,2,11,131
299,13,resource nurse,1,2,11,131
299,13,triage nurse,1,2,11,131
300,13,CNL,1,2,12,132
300,13,EDOU,3,2,12,132
300,13,FEP,1,2,12,132
300,13,blue,5,2,12,132
300,13,first nurse,1,2,12,132
300,13,green,4,2,12,132
300,13,hallway,4,2,12,132
300,13,iTrack,0,2,12,132
300,13,orange,1,2,12,132
300,13,purple,3,2,12,132
300,13,red,3,2,12,132
300,13,resource nurse,1,2,12,132
300,13,triage nurse,1,2,12,132
301,13,CNL,1,2,13,133
301,13,EDOU,3,2,13,133
301,13,FEP,1,2,13,133
301,13,blue,5,2,13,133
301,13,first nurse,1,2,13,133
301,13,green,4,2,13,133
301,13,hallway,4,2,13,133
301,13,iTrack,0,2,13,133
301,13,orange,1,2,13,133
301,13,purple,3,2,13,133
301,13,red,3,2,13,133
301,13,resource nurse,1,2,13,133
301,13,triage nurse,1,2,13,133
302,13,CNL,1,2,14,134
302,13,EDOU,2,2,14,134
302,13,FEP,1,2,14,134
302,13,blue,5,2,14,134
302,13,first nurse,1,2,14,134
302,13,green,5,2,14,134
302,13,hallway,0,2,14,134
302,13,iTrack,0,2,14,134
302,13,orange,5,2,14,134
302,13,purple,4,2,14,134
302,13,red,3,2,14,134
302,13,resource nurse,1,2,14,134
302,13,triage nurse,1,2,14,134
303,13,CNL,1,2,15,135
303,13,EDOU,2,2,15,135
303,13,FEP,1,2,15,135
303,13,blue,5,2,15,135
303,13,first nurse,1,2,15,135
303,13,green,5,2,15,135
303,13,hallway,0,2,15,135
303,13,iTrack,0,2,15,135
303,13,orange,5,2,15,135
303,13,purple,4,2,15,135
303,13,red,3,2,15,135
303,13,resource nurse,1,2,15,135
303,13,triage nurse,1,2,15,135
304,13,CNL,1,2,16,136
304,13,EDOU,2,2,16,136
304,13,FEP,1,2,16,136
304,13,blue,5,2,16,136
304,13,first nurse,1,2,16,136
304,13,green,5,2,16,136
304,13,hallway,0,2,16,136
304,13,iTrack,0,2,16,136
304,13,orange,5,2,16,136
304,13,purple,4,2,16,136
304,13,red,3,2,16,136
304,13,resource nurse,1,2,16,136
304,13,triage nurse,1,2,16,136
305,13,CNL,1,2,17,137
305,13,EDOU,2,2,17,137
305,13,FEP,1,2,17,137
305,13,blue,5,2,17,137
305,13,first nurse,1,2,17,137
305,13,green,5,2,17,137
305,13,hallway,0,2,17,137
305,13,iTrack,0,2,17,137
305,13,orange,5,2,17,137
305,13,purple,4,2,17,137
305,13,red,3,2,17,137
305,13,resource nurse,1,2,17,137
305,13,triage nurse,1,2,17,137
306,13,CNL,1,2,18,138
306,13,EDOU,2,2,18,138
306,13,FEP,1,2,18,138
306,13,blue,5,2,18,138
306,13,first nurse,1,2,18,138
306,13,green,5,2,18,138
306,13,hallway,0,2,18,138
306,13,iTrack,0,2,18,138
306,13,orange,5,2,18,138
306,13,purple,4,2,18,138
306,13,red,3,2,18,138
306,13,resource nurse,1,2,18,138
306,13,triage nurse,1,2,18,138
307,13,CNL,1,2,19,139
307,13,EDOU,2,2,19,139
307,13,FEP,1,2,19,139
307,13,blue,5,2,19,139
307,13,first nurse,1,2,19,139
307,13,green,5,2,19,139
307,13,hallway,0,2,19,139
307,13,iTrack,0,2,19,139
307,13,orange,5,2,19,139
307,13,purple,4,2,19,139
307,13,red,3,2,19,139
307,13,resource nurse,1,2,19,139
307,13,triage nurse,1,2,19,139
308,13,CNL,1,2,20,140
308,13,EDOU,2,2,20,140
308,13,FEP,1,2,20,140
308,13,blue,5,2,20,140
308,13,first nurse,1,2,20,140
308,13,green,5,2,20,140
308,13,hallway,0,2,20,140
308,13,iTrack,0,2,20,140
308,13,orange,5,2,20,140
308,13,purple,4,2,20,140
308,13,red,3,2,20,140
308,13,resource nurse,1,2,20,140
308,13,triage nurse,1,2,20,140
309,13,CNL,1,2,21,141
309,13,EDOU,2,2,21,141
309,13,FEP,1,2,21,141
309,13,blue,5,2,21,141
309,13,first nurse,1,2,21,141
309,13,green,5,2,21,141
309,13,hallway,0,2,21,141
309,13,iTrack,0,2,21,141
309,13,orange,5,2,21,141
309,13,purple,4,2,21,141
309,13,red,3,2,21,141
309,13,resource nurse,1,2,21,141
309,13,triage nurse,1,2,21,141
310,13,CNL,1,2,22,142
310,13,EDOU,2,2,22,142
310,13,FEP,1,2,22,142
310,13,blue,5,2,22,142
310,13,first nurse,1,2,22,142
310,13,green,5,2,22,142
310,13,hallway,0,2,22,142
310,13,iTrack,0,2,22,142
310,13,orange,5,2,22,142
310,13,purple,4,2,22,142
310,13,red,3,2,22,142
310,13,resource nurse,1,2,22,142
310,13,triage nurse,1,2,22,142
311,13,CNL,1,2,23,143
311,13,EDOU,2,2,23,143
311,13,FEP,1,2,23,143
311,13,blue,5,2,23,143
311,13,first nurse,1,2,23,143
311,13,green,5,2,23,143
311,13,hallway,0,2,23,143
311,13,iTrack,0,2,23,143
311,13,orange,5,2,23,143
311,13,purple,4,2,23,143
311,13,red,3,2,23,143
311,13,resource nurse,1,2,23,143
311,13,triage nurse,1,2,23,143
312,13,CNL,1,2,24,144
312,13,EDOU,2,2,24,144
312,13,FEP,1,2,24,144
312,13,blue,5,2,24,144
312,13,first nurse,1,2,24,144
312,13,green,5,2,24,144
312,13,hallway,0,2,24,144
312,13,iTrack,0,2,24,144
312,13,orange,5,2,24,144
312,13,purple,4,2,24,144
312,13,red,3,2,24,144
312,13,resource nurse,1,2,24,144
312,13,triage nurse,1,2,24,144
313,13,CNL,1,2,1,145
313,13,EDOU,2,2,1,145
313,13,FEP,1,2,1,145
313,13,blue,5,2,1,145
313,13,first nurse,1,2,1,145
313,13,green,5,2,1,145
313,13,hallway,0,2,1,145
313,13,iTrack,0,2,1,145
313,13,orange,5,2,1,145
313,13,purple,4,2,1,145
313,13,red,3,2,1,145
313,13,resource nurse,1,2,1,145
313,13,triage nurse,1,2,1,145
314,14,CNL,1,2,2,146
314,14,EDOU,2,2,2,146
314,14,FEP,1,2,2,146
314,14,blue,0,2,2,146
314,14,first nurse,1,2,2,146
314,14,green,4,2,2,146
314,14,hallway,3,2,2,146
314,14,iTrack,0,2,2,146
314,14,orange,5,2,2,146
314,14,purple,4,2,2,146
314,14,red,3,2,2,146
314,14,resource nurse,1,2,2,146
314,14,triage nurse,1,2,2,146
315,14,CNL,1,2,3,147
315,14,EDOU,2,2,3,147
315,14,FEP,1,2,3,147
315,14,blue,0,2,3,147
315,14,first nurse,1,2,3,147
315,14,green,4,2,3,147
315,14,hallway,3,2,3,147
315,14,iTrack,0,2,3,147
315,14,orange,5,2,3,147
315,14,purple,4,2,3,147
315,14,red,3,2,3,147
315,14,resource nurse,1,2,3,147
315,14,triage nurse,1,2,3,147
316,14,CNL,1,2,4,148
316,14,EDOU,2,2,4,148
316,14,FEP,1,2,4,148
316,14,blue,0,2,4,148
316,14,first nurse,1,2,4,148
316,14,green,4,2,4,148
316,14,hallway,3,2,4,148
316,14,iTrack,0,2,4,148
316,14,orange,5,2,4,148
316,14,purple,4,2,4,148
316,14,red,3,2,4,148
316,14,resource nurse,1,2,4,148
316,14,triage nurse,1,2,4,148
317,14,CNL,1,2,5,149
317,14,EDOU,2,2,5,149
317,14,FEP,1,2,5,149
317,14,blue,0,2,5,149
317,14,first nurse,1,2,5,149
317,14,green,4,2,5,149
317,14,hallway,3,2,5,149
317,14,iTrack,0,2,5,149
317,14,orange,5,2,5,149
317,14,purple,4,2,5,149
317,14,red,3,2,5,149
317,14,resource nurse,1,2,5,149
317,14,triage nurse,1,2,5,149
318,14,CNL,1,2,6,150
318,14,EDOU,2,2,6,150
318,14,FEP,1,2,6,150
318,14,blue,0,2,6,150
318,14,first nurse,1,2,6,150
318,14,green,4,2,6,150
318,14,hallway,5,2,6,150
318,14,iTrack,0,2,6,150
318,14,orange,5,2,6,150
318,14,purple,4,2,6,150
318,14,red,3,2,6,150
318,14,resource nurse,1,2,6,150
318,14,triage nurse,1,2,6,150
319,14,CNL,1,2,7,151
319,14,EDOU,2,2,7,151
319,14,FEP,1,2,7,151
319,14,blue,0,2,7,151
319,14,first nurse,1,2,7,151
319,14,green,4,2,7,151
319,14,hallway,5,2,7,151
319,14,iTrack,0,2,7,151
319,14,orange,5,2,7,151
319,14,purple,4,2,7,151
319,14,red,3,2,7,151
319,14,resource nurse,1,2,7,151
319,14,triage nurse,1,2,7,151
320,14,CNL,1,2,8,152
320,14,EDOU,2,2,8,152
320,14,FEP,1,2,8,152
320,14,blue,0,2,8,152
320,14,first nurse,1,2,8,152
320,14,green,4,2,8,152
320,14,hallway,5,2,8,152
320,14,iTrack,0,2,8,152
320,14,orange,5,2,8,152
320,14,purple,4,2,8,152
320,14,red,3,2,8,152
320,14,resource nurse,1,2,8,152
320,14,triage nurse,1,2,8,152
321,14,CNL,1,2,9,153
321,14,EDOU,2,2,9,153
321,14,FEP,1,2,9,153
321,14,blue,0,2,9,153
321,14,first nurse,1,2,9,153
321,14,green,4,2,9,153
321,14,hallway,5,2,9,153
321,14,iTrack,0,2,9,153
321,14,orange,5,2,9,153
321,14,purple,4,2,9,153
321,14,red,3,2,9,153
321,14,resource nurse,1,2,9,153
321,14,triage nurse,1,2,9,153
322,14,CNL,1,2,10,154
